1,8.27E+17, Tue Jan 31 22:10:36 +0000 2017,1.49E+12, thefive should post a warning when juan is on so viewers have time you pop a xanax,  xanax,14385689, chasin_dwight, mother  grandmother  love new orleans saints football      lsu tigers.   registered independent,0,0,543, Louisiana: USA, None
2044,8.34E+17, Mon Feb 20 22:41:58 +0000 2017,1.49E+12, i just smacked some dude trying to sell me xanax motherfucker had 40 bars in his kids stroller,  xanax,2634660583, sobakitos, snapchatinstagram chicagogrounds ,0,0,128, Chicago: IL, None
2045,8.34E+17, Mon Feb 20 22:43:57 +0000 2017,1.49E+12, @dirkz1 @theclaudiainez that 12 years took 15 off my life   lol  thank god for xanax  ,  xanax,3219761382, frosty8556, native of nashville  tn. hate the name trump  big fan of stephen king  pittsburgh steelers   john grisham. like dogs. changing tn. politics  voters up ,0,0,4312, Nashville: TN, None
2046,8.34E+17, Mon Feb 20 22:54:14 +0000 2017,1.49E+12, me getting ready for work i had 3 anxiety attacks  popped a xanax  drank an energy drink.. and im ready to kill it,  xanax,2699537450, betboy_gaybe, whats your type breathing,0,0,1244, Chicago: IL, None
2051,8.34E+17, Mon Feb 20 23:31:48 +0000 2017,1.49E+12, lol @ people taking xanax is general ,  xanax,511387349, nateferg27, im a young disciple of pimps and preachers,0,0,371, Corpus Christi: TX, None
2054,8.34E+17, Mon Feb 20 23:37:22 +0000 2017,1.49E+12, theyre called xanax ,  xanax,1309079724, NotWillGustin, im here for a good time not a long time. dreamteam,0,0,376, Annoying Amari , None
2058,8.34E+17, Mon Feb 20 23:52:59 +0000 2017,1.49E+12, ive been witnessing one of my best friends go through xanax withdrawal these past few days. dont selfmedicate with bars  get help.,  xanax,1003284656, TrillGraham, 2014 tweeter of the year nominee. hiphop blogger extraordinaire. certified clippers fan. novice dj.,0,0,507, West Philly, None
2068,8.34E+17, Tue Feb 21 00:15:32 +0000 2017,1.49E+12, yeah definitely not going back to the gas station i accidentally dropped a couple 9 xanax on the counter the other day  fail,  xanax,1391189262, AmandaHeatonn, none,0,0,187, West Columbia: SC, None
2085,8.34E+17, Tue Feb 21 01:13:47 +0000 2017,1.49E+12, unlikelythingstosteal my rum. and xanax.,  xanax,14249393, clarkemtp, physician and entrepreneur. instagram clarkemtp here for hashtags. randomness. intelligence. perform your due diligence before following me.,0,0,1393, Portland: TX, None
2088,8.34E+17, Tue Feb 21 01:20:39 +0000 2017,1.49E+12, @fightingmad1 i totally get it i had to get an rx for xanax.,  xanax,1012362871, pippalulu2106, portland progressive lesbian as well as an animal lover and atheist. so happy to have escaped a catholic upbringing and the stifling atmosphere of the midwest,0,0,1877, Portland: OR, None
2090,8.34E+17, Tue Feb 21 01:23:37 +0000 2017,1.49E+12, i havent done xanax or any other pills in like 3 months who proud of me,  xanax,1647374480, Cornholi000, ,0,0,138, None, None
2104,8.34E+17, Tue Feb 21 02:18:07 +0000 2017,1.49E+12, convinced my friend who is addicted to xanax to flush them down the toilet and he did ,  xanax,384291007, Rellough_, columbia college chicago. aries. animal advocate. pantheist. photojournalist. 96. detroitchicago. grimeyriddim ,0,0,1007, South Loop: Chicago, None
2105,8.34E+17, Tue Feb 21 02:20:11 +0000 2017,1.49E+12, 4 tha love of xanax,  xanax,1306095530, gunsandbuttaaa, life sized buttacup,0,0,2081,  , None
2108,8.34E+17, Tue Feb 21 02:23:15 +0000 2017,1.49E+12, white xanax 2s 5 a pop unless you buy 50 or 100 ill juuug you the player price,  xanax,438924985, Robertboiii, @dohpskates igtrillrobert snapchatrobertboiii marinoskateteam marinoinfantry robertboidailypic,0,0,775, Modesto: CA, None
2109,8.34E+17, Tue Feb 21 02:31:53 +0000 2017,1.49E+12, why did the mexican take xanax  for hispanic attacks...,  xanax,62298948, SialeGang, got fired from mervyns last week lakersnation sc napseyhussle  ripcfresh nowhitegirls,0,0,672, Berkeley: CA, None
2114,8.34E+17, Tue Feb 21 02:43:43 +0000 2017,1.49E+12, fuck xanax rip tony bakovic man fuck... ,  xanax,881256589, Slothsandcloths, @slothsandcloths everything,0,0,252, Snohomish, None
2115,8.34E+17, Tue Feb 21 02:44:06 +0000 2017,1.49E+12, @tuckercarlson @shanessaunders thanks tucker  another obnoxious guest another xanax youre gonna kill me  but i keep watching m i sadistic,  xanax,7.63E+17, brimyers813, professional  vp banking  teacher  father  grandfather  proud american ,0,0,166, Florida: USA, None
2120,8.34E+17, Tue Feb 21 02:47:18 +0000 2017,1.49E+12, anyway   who has 116 of a xanax i can have,  xanax,115238625, _Logers, khloe khloe its not my fault not my fault oh my god oh my god i dont have my seatbelt on,0,0,461, asu, None
2121,8.34E+17, Tue Feb 21 02:51:44 +0000 2017,1.49E+12, todays holiday was brought to you by severe anxiety  xanax  buffalo wings   indiana jones and the last crusade,  xanax,3167456427, heardinthedark, book critic. programming at @center4fiction. ice cream enthusiast. opinions my own.,0,0,535, New York: NY, None
2123,8.34E+17, Tue Feb 21 02:57:55 +0000 2017,1.49E+12, debroah ex nordstrom employee and trump supporter 9 kids fake louie bag takes 6 xanax a day while sipping boxed wine with other moms,  xanax,1727598950, llessuradnamhu, malibu bay breeze,0,0,179, NYC , None
2135,8.34E+17, Tue Feb 21 03:28:14 +0000 2017,1.49E+12, @jeffreylen @mik9703 thanks now i need a xanax to calm down lmao.,  xanax,198674814, fatimus07, excited for the future of the philly teams and the longhorns under coach herman,0,0,1995, In the cut , None
2142,8.34E+17, Tue Feb 21 03:44:38 +0000 2017,1.49E+12, teamscorpion...i need a xanax when i watch this show ,  xanax,368563097, rebacat27, compassion for people and animals...hillary supporter...fan of white sox and lady gaga...  notmypresidentimstillwithherlovetrumpshate,0,0,46, Illinois: USA, None
2145,8.34E+17, Tue Feb 21 03:58:02 +0000 2017,1.49E+12, niggas be real life dead at the function because travis scott told them to pop xanax and i dead just be like ,  xanax,367961329, RaineyOvalle, rainey anderson ovalle. musician. tattoo artist. local twitter funnyman. instagram ovalletattoossnapchat raineyallcaps hearseboys,0,0,910, Bronx: NY, None
2148,8.34E+17, Tue Feb 21 04:05:00 +0000 2017,1.49E+12, psa youre not cool for doing xanax,  xanax,883728624, george_montemor, none,0,0,653, None, None
2153,8.34E+17, Tue Feb 21 04:15:54 +0000 2017,1.49E+12, my grandmother gives her dog xanax and runs a fire selfieonly ig acc she cool w any girl im cool w ,  xanax,1335334321, ohkay, not here to act like someone im not,0,0,735, None, None
2154,8.34E+17, Tue Feb 21 04:17:36 +0000 2017,1.49E+12, u think ur better than me bc u dont do xanax.  nigga. yes. thats exactly what i think.,  xanax,367961329, RaineyOvalle, rainey anderson ovalle. musician. tattoo artist. local twitter funnyman. instagram ovalletattoossnapchat raineyallcaps hearseboys,0,0,910, Bronx: NY, None
2155,8.34E+17, Tue Feb 21 04:21:37 +0000 2017,1.49E+12, my iphone keeps autocorrecting xanax to zantac. no no  iphone. i never mean zantac. ,  xanax,23374944, JamesStapes, creative director. digital creator and producer. the brit from a brit and a yank. featured in @ew @thr ig ,0,0,770, West Hollywood: CA, None
2164,8.34E+17, Tue Feb 21 04:51:42 +0000 2017,1.49E+12, how much xanax do u think went into these hometown dates,  xanax,156516240, MeghanRienks, another washed up youtuber trying to make it  catch me ugly crying as zoe parker on freakish on @hulu right now   ,0,0,589, LA , None
2166,8.34E+17, Tue Feb 21 04:54:36 +0000 2017,1.49E+12, lmaooooo wine and xanax  ,  xanax,327992061, alexissallen, its casual. ,0,0,507, louisville, None
2173,8.34E+17, Tue Feb 21 05:23:22 +0000 2017,1.49E+12, after last night  im never doing xanax ever again,  xanax,314843055, FuckShaine, all yall suck dick,0,0,559, NEW ORLEANS: HELL, None
2175,8.34E+17, Tue Feb 21 05:25:42 +0000 2017,1.49E+12, hot russian teen in your area looking for xanax and basil fried rice click here,  xanax,772871790, thesalmontheory, saved,0,0,93, None, None
2179,8.34E+17, Tue Feb 21 06:17:19 +0000 2017,1.49E+12, really wish i had a xanax to help me sleep tonight lol,  xanax,198668626, NotFinite, all i ask for all i pray  steady rollin woman gon come my way,0,0,171, Shine on: you crazy diamond, None
2180,8.34E+17, Tue Feb 21 06:18:16 +0000 2017,1.49E+12, i know ppl who literally need xanax and adderall for the purpose of treating something which is why popping them shits it wild corny to me,  xanax,367961329, RaineyOvalle, rainey anderson ovalle. musician. tattoo artist. local twitter funnyman. instagram ovalletattoossnapchat raineyallcaps hearseboys,0,0,910, Bronx: NY, None
2181,8.34E+17, Tue Feb 21 06:23:07 +0000 2017,1.49E+12, just being a recording artist  a rapper especially  all that shit takes its toll  so what happens ur doctor diagnosed u  prescribes xanax,  xanax,367961329, RaineyOvalle, rainey anderson ovalle. musician. tattoo artist. local twitter funnyman. instagram ovalletattoossnapchat raineyallcaps hearseboys,0,0,910, Bronx: NY, None
2182,8.34E+17, Tue Feb 21 06:23:41 +0000 2017,1.49E+12, you take said xanax and holy fuck  it helps. it helps so much that you write about it  but bc youre a rapper  you gotta make it sound cool,  xanax,367961329, RaineyOvalle, rainey anderson ovalle. musician. tattoo artist. local twitter funnyman. instagram ovalletattoossnapchat raineyallcaps hearseboys,0,0,910, Bronx: NY, None
2183,8.34E+17, Tue Feb 21 06:26:47 +0000 2017,1.49E+12, it makes u twice as lit as the xanax by itself  and boom  that shit ends up in a song as well  but again  u gotta glamorize it,  xanax,367961329, RaineyOvalle, rainey anderson ovalle. musician. tattoo artist. local twitter funnyman. instagram ovalletattoossnapchat raineyallcaps hearseboys,0,0,910, Bronx: NY, None
2186,8.34E+17, Tue Feb 21 06:36:51 +0000 2017,1.49E+12, @lupinepizol june 10th10 61010 grinning it is bad furthermore a deep sense of virtue.moderate doses 10 valium 14 xanax.spared once again,  xanax,3102812417, lupinepizol, tell the press to take it or leave it.no worries i knew 214 was a wake up call.my lost soul was fearless.its lifes moment of truth out for a stroll any comers,0,0,310, None, None
2189,8.34E+17, Tue Feb 21 06:47:45 +0000 2017,1.49E+12, ambient music really puts me to sleep and xanax,  xanax,2993721757, bleeblu, take photos  make books.,0,0,216, Huntsville: AL, None
2191,8.34E+17, Tue Feb 21 06:57:07 +0000 2017,1.49E+12, when ur mentallyemotionally fucked but he still loves you even some xanax so i can actually calm down for awhile ,  xanax,2681382655, madcarringtonn, snapchat madtcarrington |hairstylist at air salon and blowdry bar|,0,0,466, None, None
2192,8.34E+17, Tue Feb 21 06:58:18 +0000 2017,1.49E+12, 99 sure parenting comes with a xanax prescription,  xanax,176939761, ksssprague, none,0,0,80, Colorado: USA, None
2208,8.34E+17, Tue Feb 21 09:14:02 +0000 2017,1.49E+12, everybody on the tl tryna sleep  just take 12 xanax youll be straight,  xanax,1255498321, xanaxizzle, stop bullshittin the rise,0,0,588, $auce Vegas , None
2211,8.34E+17, Tue Feb 21 10:01:39 +0000 2017,1.49E+12, swervin while im passin up the red lightscouple xanax in meneed my mind right  mind right,  xanax,2171479232, akatyrek, ,0,0,392, Snapchat - akasugawolf, None
2212,8.34E+17, Tue Feb 21 10:02:38 +0000 2017,1.49E+12, swervin while im passin up the red lights couple xanax in me need my mind right,  xanax,2171479232, akatyrek, ,0,0,392, Snapchat - akasugawolf, None
2217,8.34E+17, Tue Feb 21 11:36:05 +0000 2017,1.49E+12, kev really not taking my xanax advice,  xanax,1379779458, Lostinthebando, freesteve freemydad ripnick ripjr,0,0,67, DFW TEXXXAS, None
2218,8.34E+17, Tue Feb 21 12:05:33 +0000 2017,1.49E+12, this kid tells me how he use to snort xanax and says   i probably should have died 5 times when i was in highschool ,  xanax,1618828836, RDeGrazia, none,0,0,436, None, None
2221,8.34E+17, Tue Feb 21 12:41:03 +0000 2017,1.49E+12, take your xanax twice daily with the beer of your choice rejectedusesforbeer,  xanax,3387900082, faithsdaddy2014, sports  news and political updates and opinions. father to a beautiful girl faith and have a beautiful wife jenn. pennsylvania born and currently live.,0,0,1233, Pennsylvania: USA, None
2226,8.34E+17, Tue Feb 21 13:42:57 +0000 2017,1.49E+12, had a dream i overdosed on xanax and then i woke up feeling exquisite,  xanax,3108828058, 3x2x3turtz, commander is go ,0,0,109, anywhere and everywhere, None
2227,8.34E+17, Tue Feb 21 13:52:53 +0000 2017,1.49E+12, lmao at xanax junkies,  xanax,544436495, SimonEspinoza1, 24 single snapchatelespioz25,0,0,2042, Dallas:TX, None
2234,8.34E+17, Tue Feb 21 14:36:35 +0000 2017,1.49E+12, not to burst your bubble but you cannot get high from smoking xanax. educate urself on the drugs u use instead of t ,  xanax,64070844, jaleesadank, ask me about my conspiracy theories truthseeker theyexist  weirdgirlswinning 222,0,0,705,412, None
2235,8.34E+17, Tue Feb 21 14:45:00 +0000 2017,1.49E+12, and xanax has an oral bioavailability of about 90 ehich means you get the greatest affect from it by just eating the fuckin bars,  xanax,64070844, jaleesadank, ask me about my conspiracy theories truthseeker theyexist  weirdgirlswinning 222,0,0,705,412, None
2238,8.34E+17, Tue Feb 21 14:57:00 +0000 2017,1.49E+12, why does everyone talk about xanax like its a joke. xanax is no joke,  xanax,2973424096, Jaskin23, i dont fuck w the fuckery,0,0,205, None, None
2247,8.34E+17, Tue Feb 21 15:23:14 +0000 2017,1.49E+12, bitch im on 32 xanax,  xanax,990116622, kinksamer, im alex  hethey  i complain about working at subway  punch all nazis  icon by @billcatter,0,0,854, Southern California, None
2255,8.34E+17, Tue Feb 21 16:09:19 +0000 2017,1.49E+12, the same people that say stop taking xanax are the same people that just took another bar after they said it,  xanax,867377172, AdumNoble, wait on it,0,0,377, None, None
2259,8.34E+17, Tue Feb 21 16:14:55 +0000 2017,1.49E+12, when i fell on the train tracks almost lost my life i left xanax alone.,  xanax,3373207572, HeemThePlug, vibing records,0,0,2676, Los Angeles: CA, None
2279,8.34E+17, Tue Feb 21 17:05:22 +0000 2017,1.49E+12, im starting to think all tweenage girls need a low daily dose of xanax. every tiny thing is the end of the world to them. tweenagemomwoes,  xanax,43970870, BrightBetty, opinionated  passionate  married  secular homeschooling mum with 4 cats  3 dogs   1 spawn. how do i find time alone sleep.,0,0,110, SW Virginia, None
2286,8.34E+17, Tue Feb 21 17:29:43 +0000 2017,1.49E+12, i literally pop dentyne gum squares like theyre xanax.....,  xanax,475128185, aCon567, ccu16ish,0,0,338, NJ/SC, None
2290,8.34E+17, Tue Feb 21 17:46:53 +0000 2017,1.49E+12, im an antique twink with xanax dust ensconced within da orifices of my nightstand amp empty absinthe bottles littere ,  xanax,73199466, ErotocratNYC, virtual currency speculator antisocial media influencer  artificial intelligence analyst who regurgitates info to assess threats from tacky interior decorators,0,0,175, New York City, None
2294,8.34E+17, Tue Feb 21 17:52:42 +0000 2017,1.49E+12, who tf enjoys doing xanax  you legit turn retarded  how is that enjoyable,  xanax,1419699392, mataytayo, 240sx  east of my city  v.a,0,0,727, None, None
2303,8.34E+17, Tue Feb 21 18:00:05 +0000 2017,1.49E+12, chased my xanax with espresso and im on a whole new wave for this flight back to miami.,  xanax,535595403, risc___, @numgmt   riscbusiness   corynne@numgmt.net,0,0,580, Los Angeles: CA, None
2309,8.34E+17, Tue Feb 21 18:24:09 +0000 2017,1.49E+12, you always feel much better after full blown mental break down and 16 hour xanax induced coma,  xanax,1357420093, HaddMak, none,0,0,476, Colorado: USA, None
2316,8.34E+17, Tue Feb 21 18:52:31 +0000 2017,1.49E+12, hello xanax. suicidal dreams were disturbing. suicide is no joke. im too young to be in pain. note to all drs first who dismissed me,  xanax,7.69E+17, life0fpain, a real view of life with painful chronic illnesses interstitialcystitis pmdd migraine majordepression panicdisorder generalizedanxietydisorder,0,0,95, Illinois: USA, None
2323,8.34E+17, Tue Feb 21 19:20:11 +0000 2017,1.49E+12, weed  food  coffee  and a little xanax makes for the perfect productive day  happyhappyhappy,  xanax,58922750, DallasRayne, savage  regressed to a primal state of being.                                             pnw  sagittarius ,0,0,187, Salem: OR, None
2327,8.34E+17, Tue Feb 21 19:28:35 +0000 2017,1.49E+12, its my day off so i might as well snort xanax and waste away,  xanax,4203022274, princess_petch, gay  mexican weed witch. i go to ut austin to learn about movies and writing,0,0,154, Austin: TX, None
2340,8.34E+17, Tue Feb 21 19:55:28 +0000 2017,1.49E+12, my pill bottle opened in my bag and now the entire pocket is covered in xanax dust,  xanax,465171421, VaultedVagabond, a very punk rock egg. avatar by @avianite,0,0,201, Don't lose your way, None
2356,8.34E+17, Tue Feb 21 20:55:36 +0000 2017,1.49E+12, im bouta take 10 xanax and hopefully never wake up im sick of everybody,  xanax,215044369, BaddieMC, ballinlikeimhovaa | keep lurking im doing great,0,0,1037, Austin: TX, None
2361,8.34E+17, Tue Feb 21 21:09:15 +0000 2017,1.49E+12, if you take xanax i dont trust ya,  xanax,636841792, K00cHyManE, the teachers teachin arithmetic  ill show you how to whip a brick. jab will be ours.,0,0,325, Chicago, None
2373,8.34E+17, Tue Feb 21 21:40:50 +0000 2017,1.49E+12, green xanax bars on deck  hit me. ,  xanax,96006684, NayeKaizen, stylist and designer. collection coming out summer. 17,0,0,568, check me out , None
2388,8.34E+17, Tue Feb 21 22:28:54 +0000 2017,1.49E+12, todays post brought to you by the makers of xanax. 7 days. ,  xanax,7.33E+17, JRelyeaPhoto, jack of all trades  master of none.,0,0,27, New York: USA, None
2402,8.34E+17, Tue Feb 21 22:55:45 +0000 2017,1.49E+12, im giving up rum and xanax. right now. forever.  tellauselesslie  actually taking a break to make another drink. ,  xanax,14249393, clarkemtp, no dms please  thanks  instagram clarkemtp here for the tagsperform your due diligence before following me.,0,0,1429, Portland: TX, None
2403,8.34E+17, Tue Feb 21 23:04:15 +0000 2017,1.49E+12, little xanax boo is a mediocre little boy  bragging about theft and trying to fight a woman at a @chickfila. lord ,  xanax,912561721, Anabell__Martin, selenophile. i love playing devils advocate and stirring the pot. trolls will be poked. ,0,0,199, Charleston: SC, None
2412,8.34E+17, Tue Feb 21 23:23:34 +0000 2017,1.49E+12, fuck xanax and anything to do with it,  xanax,386554853, AhhLeeShaC, i refuse to be a regular bitch,0,0,606, Saco: ME, None
2413,8.34E+17, Tue Feb 21 23:27:17 +0000 2017,1.49E+12, the only person i could ever see wearing this would be a middle schooler whos never taken a xanax and gets their p ,  xanax,18374690, killtrey, none,0,0,291, None, None
2421,8.34E+17, Tue Feb 21 23:42:34 +0000 2017,1.49E+12, my dog had to take 2 xanax today. 2017mood,  xanax,247933572, Leo_Caldwell, transman | writer | learning technologist @blpindy | @gannett columnist | @huffpostqueer blogger | contact hi@leocaldwell.com,0,0,602, Indianapolis: Philadelphia: NJ, None
2422,8.34E+17, Tue Feb 21 23:44:43 +0000 2017,1.49E+12, waiting for my xanax to kick in on this car ride,  xanax,754509709, marciaannn, makes my vagina shakin.,0,0,231, IHOP, None
2423,8.34E+17, Tue Feb 21 23:47:30 +0000 2017,1.49E+12, if your period doesnt come with a dose of hell in the form of cramps ask your doc for xanax along with the pain meds before your appt.,  xanax,16249176, ApothicApples, eggplant parmesan and whiskey fantasies. reglar smeglar. i like my baby hair with baby hair and afros. disclaimer potty mouth cause grown. small and mighty,0,0,379, None, None
2424,8.34E+17, Tue Feb 21 23:48:42 +0000 2017,1.49E+12, i dont pop xanax because pills are for pussies,  xanax,7.05E+17, detectivernie, donut boy,0,0,57, United States, None
2430,8.34E+17, Wed Feb 22 00:06:01 +0000 2017,1.49E+12, @inthefade id like to buy the world a pizza and top it with xanax,  xanax,13991092, y95, there are two country music radio stations called y95 and i am neither of them,0,0,51, San Luis Obispo: Ca, None
2432,8.34E+17, Wed Feb 22 00:09:29 +0000 2017,1.49E+12, who is trying to a dog xanax that poor dog ,  xanax,953794692, cutiemya9924, senior 17,0,0,391, Southgate:Mi, None
2436,8.34E+17, Wed Feb 22 00:18:58 +0000 2017,1.49E+12, wishing someoneanyone in philly could give me a xanax i am panicking,  xanax,1080671905, veganprincessxx, kardashian for life  baby  vegan,0,0,688, Rhode Island ä_ç¥Ÿ South Philly, None
2448,8.34E+17, Wed Feb 22 00:44:48 +0000 2017,1.49E+12, taking xanax is not cool ive been there unless you need it its fucking retarded,  xanax,2370803760, Jonathan39Mayes, fly high steez freex contact jonnylake3@gmail.com,0,0,100, Louisville: KY, None
2454,8.34E+17, Wed Feb 22 01:02:39 +0000 2017,1.49E+12, @sdcindy scotch and xanax. heh.,  xanax,289135233, Daniel_Knauf, i make up thingses. executive producer on nbcs blacklist. no unsolicited pitches  please.,0,0,3930, Los Angeles County, None
2460,8.34E+17, Wed Feb 22 01:19:15 +0000 2017,1.49E+12, when im on xanax i can type better than you ,  xanax,61793526, goIdenurie, ur 1 news source for all things bruno mars @vapeiord ,0,0,210, CHICAGO, None
2471,8.34E+17, Wed Feb 22 01:38:49 +0000 2017,1.49E+12, five psychotropic meds  xanax  and weed. apparently hard to achieve orgasm on alone. anyoneupforachallenge,  xanax,7.37E+17, mypolystory, 27  polyamory. licensed therapist  lmsw  socialworker  psychology professor  chaturbate camgirl   girlfriendx3 ldr kcco bipolar,0,0,1121, Wonderland, None
2474,8.34E+17, Wed Feb 22 01:46:19 +0000 2017,1.49E+12, i never popped a xanax,  xanax,349353506, alexisgoodman22, sc alexisgoodman99,0,0,2414, Arkansas: USA, None
2476,8.34E+17, Wed Feb 22 01:51:03 +0000 2017,1.49E+12, @pglynn61 @ladybugjesse the prescription for pesd is three martinis and a xanax....or two,  xanax,8.07E+17, BeSeriousUSA, theresistance,0,0,7492, California: USA, None
2486,8.34E+17, Wed Feb 22 02:32:32 +0000 2017,1.49E+12, sometimes my mom wants a xanax to ko and im never sure if to tell her i got her w plug or not lmao,  xanax,1674300518, melsp_, i got nothing but love baby,0,0,475, Shakin' it onthe dance floor , None
2487,8.34E+17, Wed Feb 22 02:37:37 +0000 2017,1.49E+12, down 5 xanax and i pray i wake up and forget,  xanax,1319138808, __BabieeGee, pimp   insta babieegee    xogal4life ,0,0,731, Dallas: TX äìšäìšäìš Sandiego: CA, None
2494,8.34E+17, Wed Feb 22 02:59:38 +0000 2017,1.49E+12, watching people yell at mitch mcconnell is my xanax.,  xanax,18263374, coreyspring, im not inclined to resign to maturity,0,0,148, Columbus, None
2497,8.34E+17, Wed Feb 22 03:14:38 +0000 2017,1.49E+12, grow up. lmao fake xanax got niggas in a fit,  xanax,255865272, TheDabLord, wet ide une  22  bay area  mexican  british freejonjon,0,0,501, Union City: CA ä_Á, None
2501,8.34E+17, Wed Feb 22 03:22:12 +0000 2017,1.49E+12, when @teamsesh said i dont pop xanax because pills are for pussies  never scared of being human  i aint afraid of feeling feelings ,  xanax,1056626840, La_Quintanilla6, woods boii  shs 16,0,0,947, Houston:Texas, None
2512,8.34E+17, Wed Feb 22 04:11:23 +0000 2017,1.49E+12, tonight is a night for a xanax. isitfriday ,  xanax,24944785, MeSooLaLa, sassy  classy   a bit smartassy. lover of coffee  sunday funday  champagne  angels  ucla  ducks  disney  brunch   bad karaoke.,0,0,286, Southern California, None
2514,8.34E+17, Wed Feb 22 04:12:40 +0000 2017,1.49E+12, at mississippi state graduation  the diplomas should come with a xanax rx for all the sports meltdowns youre going to have to endure.,  xanax,99382319, cassattack19, i couldnt sum up my bio in less than 160 characters if my life depended on it.,0,0,257, Nashville: TN, None
2519,8.34E+17, Wed Feb 22 04:18:30 +0000 2017,1.49E+12, @morecoffeenow btw because i am retweeting this it does not mean i am on xanax or lsd ,  xanax,774876906, Oliver_Griggs, none,0,0,134, Probably not in the DC, None
2523,8.34E+17, Wed Feb 22 04:32:19 +0000 2017,1.49E+12, cocaine and xanax are not dedication to your weight loss.,  xanax,3727454474, AbbyBlood98, be happy in love with my best friend never show a decrease is your value just because someone cant see it,0,0,186, Midlothian: TX, None
2526,8.34E+17, Wed Feb 22 04:52:03 +0000 2017,1.49E+12, she seems super xanaxed out ,  xanax,251832115, jackielo19, ,0,0,152, None, None
2534,8.34E+17, Wed Feb 22 05:02:02 +0000 2017,1.49E+12, we on 4 xanax tonight ladies and gents,  xanax,541301344, vymvt, god is dead,0,0,629, atx, None
2537,8.34E+17, Wed Feb 22 05:13:40 +0000 2017,1.49E+12, who was that lil dude who spoke for the trees the xanax,  xanax,1078185529, sierraptor, my face was in rome but i was not. || uni pmb and gold pep band trumpeter  || snapchat steenerbeaner11 || d.p,0,0,693, the rains down in africa, None
2545,8.34E+17, Wed Feb 22 05:30:38 +0000 2017,1.49E+12, lsd is the new xanax  uh boy what ,  xanax,2945481864, babygurlkas, sk8 like a grl    lovetrumpshate,0,0,604, Dallas: TX , None
2549,8.34E+17, Wed Feb 22 05:57:59 +0000 2017,1.49E+12, i dont pop xanax cause pills are for pussies  not afriad of being human not afraid of feeling feelings,  xanax,7.04E+17, bruhlogic301, i,0,0,101, California: USA, None
2555,8.34E+17, Wed Feb 22 06:23:31 +0000 2017,1.49E+12, im so proud of myself  i drank a whole bottle of wine  took a lot of xanax  and smoked a lot of weed. and i still didnt message any exs,  xanax,168350375, Sikes_Bitch, 20  gay caaz drink from the well of yourself and begin again.,0,0,660, None, None
2557,8.34E+17, Wed Feb 22 06:45:07 +0000 2017,1.49E+12, somebody hand me the xanaxs and the lean so i can go to sleep,  xanax,3191204462, MckinnAaron, g59 c.a.m scaaronmckinn beauty and the beast birds,0,0,366, with caden Ontario: CA, None
2560,8.34E+17, Wed Feb 22 06:58:54 +0000 2017,1.49E+12, downloading the blackboard learn app should come with a xanax prescription,  xanax,417527776, ranger_things, ucsd  xa                                                            extra extra read all about it,0,0,200, None, None
2571,8.34E+17, Wed Feb 22 07:44:34 +0000 2017,1.49E+12, the best version of me is the version thats on xanax,  xanax,543502510, xanaxnymph, 18  sf livin  nihilist  dnt talk 2 me  i dnt like u,0,0,101, None, None
2587,8.34E+17, Wed Feb 22 11:03:34 +0000 2017,1.49E+12, i got prescribed xanax so i can finally sleep longer than 12 hours a night but now i sleep a max of 3 hours a night. insomnia is real.,  xanax,1274198564, abby_pegg, pitt state ,0,0,481, Pittsburg: KS, None
2589,8.34E+17, Wed Feb 22 11:15:34 +0000 2017,1.49E+12, everything about today has been so god damn stressful i need 27 xanax right now,  xanax,1449758767, sierraalove414, aries asf   animal advocate slabmami all things thc   the wubz  the womps  met the love of my life at a dub show @sneakerfreeak ,0,0,455, Las Vegas: NV, None
0,8.34E+17, Wed Feb 22 15:58:00 +0000 2017,1.49E+12, why are these cats who are strung out on coke and xanax really trying to act like their opinion on how i live my life matters lls,  xanax,354025412, WookHybrid, im a troublesome octopus person,0,0,348, Maryland, None
8,8.34E+17, Wed Feb 22 16:29:47 +0000 2017,1.49E+12, no she cant come  shes 15 bitch you were popping xanax at 15 ,  xanax,624183088, Kaitlyn1028, follow me on insta kaitlynd1028,0,0,169, North Carolina , None
10,8.34E+17, Wed Feb 22 16:38:47 +0000 2017,1.49E+12, move over xanax  here comes lsd.,  xanax,48821036, _bonitamica, makeamericahyphyagain  i probably have better music taste than you  mudville native,0,0,1471, where the youngstas get hyphy, None
15,8.34E+17, Wed Feb 22 17:03:35 +0000 2017,1.49E+12, guys. pop a xanax and watch the show. you cant base anything off a two minute clip from a 40 minute episode. woosah. the100,  xanax,2327617418, Heatherina159, dreamer  sister  aunt  niece. coffee addicted wine lover. writer for all things the 100 on ,0,0,365, None, None
27,8.34E+17, Wed Feb 22 17:40:36 +0000 2017,1.49E+12, just got done my daily trump cry  ready to take some xanax and start my day ,  xanax,2619063766, CatDuffner, the. names cat  im a gemini ig fuckguac,0,0,285, haha philadelphia , None
37,8.34E+17, Wed Feb 22 18:06:44 +0000 2017,1.49E+12, @newsweek weve all been calling it out for 18 months but the trumpsters prefer him appealing to their fears and amp insecurities got xanax,  xanax,7.12E+17, JohnLibert3, cogito  ergo sum thoughtful  thinking  phd from claremont  california blocked by trump,0,0,806, None, None
47,8.34E+17, Wed Feb 22 18:33:52 +0000 2017,1.49E+12, the key is to do the pop the lsd then the xanax  i found that out the hard way ,  xanax,238933277, fatbellyblizz, sc bigblizz ig fatbellyblizz,0,0,783, Carolina, None
