6,8.27E+17, Tue Jan 31 22:24:07 +0000 2017,1.49E+12, tonight stephen quinn hosts the fentanyl fix forum live on @cbcradio730pm  900pm ,  fentanyl,67898674, Vancouver_CP, latest news from vancouver. updates are frequent.,0,0,13, Vancouver: BC, {'type': 'Point': 'coordinates': [49.2814375: -123.12109067]}
348,8.32E+17, Tue Feb 14 18:20:16 +0000 2017,1.49E+12, how the mayor of mexico used frozen sea cucumbers to move cocaine  heroin and fentanyl from mexico to new york ,  fentanyl,21416651, shaun505, assignment desk @9news | news  tips to tacos here shaun.griswold@9news.com,0,0,1411, Denver: CO, None
353,8.32E+17, Tue Feb 14 18:36:40 +0000 2017,1.49E+12, .@marcorubio helps introduce legislation to stop import of fentanyl  carfentanil via the mail sayfie  opioidcrisis ,  fentanyl,237481204, _EricCarr, proud hubby of @smb04d  @fmapac coordinator healthpolicy flapol  @floridamedical hcsm  @floridastate  @flgovscott alumnus  fsutwitter rubiorepublican,0,0,1096, Tallahassee: FL, None
361,8.32E+17, Tue Feb 14 19:12:16 +0000 2017,1.49E+12, 700 canadians policy murdered with austerity in vancouver@canadianpm disguised as fentanyl o.d.s................. ,  fentanyl,7.53E+17, chris96harnett, none,0,0,127, None, None
374,8.32E+17, Tue Feb 14 20:18:50 +0000 2017,1.49E+12, was really hoping when fox8 reported fentanyl spreading to other recreational drugs it was an isolated incident. th ,  fentanyl,43435686, BigFoxy216, milf enthusiast || discount whiskey aficionado || cleveland sports martyr || master of the irish exit ||buckeyes  mountaineers,0,0,607, The Land, None
389,8.32E+17, Tue Feb 14 20:54:26 +0000 2017,1.49E+12, see there is an uptick of huge proportions of heroin overdosing in louisville ky. fentanyl in pill form is far more potent amp deadly.,  fentanyl,126966332, PabonMatriarch, retired  political fanatic  foreign affairs  reading and research  love meaningful challenging debate sans bs. insults  name calling.,0,0,2322, Houston: TX, None
532,8.32E+17, Wed Feb 15 06:51:59 +0000 2017,1.49E+12, @speakerryan but u r penalizing chronic pain sufferers who r not the abusers more ods from illicit fentanyl amp heroin than rx meds.,  fentanyl,7.89E+17, kris_lovaas, none,0,0,97, None, None
548,8.32E+17, Wed Feb 15 09:23:12 +0000 2017,1.49E+12, youre not going to make drugs legal especially that heroin mixed with fentanyl the great trump says drug cartels y ,  fentanyl,798772200, Heleneafernande, proud conch  love all things key lime and grouper enjoy wine tasting  snorkeling  reading and conch house apprasing.  new career in real estate.,0,0,268, Key West and Davie Florida, None
573,8.32E+17, Wed Feb 15 13:03:13 +0000 2017,1.49E+12, in our state  antidrug group @matforceaz head and yavapai cty. atty. sheila polk took 500k from fentanyl makers ,  fentanyl,2612695596, MOMFORCEAZ, working to make our world a better place through advocacy and education.                        tweets by director  kathy inman ,0,0,334, United States, None
582,8.32E+17, Wed Feb 15 14:14:07 +0000 2017,1.49E+12, new state police bust fentanyl lab in west detroit neighborhood ,  fentanyl,60364834, DetroitCP, detroit city and press,0,0,5, Detroit: MI, {'type': 'Point': 'coordinates': [42.33312717: -83.04848769]}
588,8.32E+17, Wed Feb 15 14:34:41 +0000 2017,1.49E+12, i wish that  h and fentanyl would just poof and disappear.,  fentanyl,301723638, heyygirllhai, power to the pen.,0,0,1147, Detroit: MI, None
602,8.32E+17, Wed Feb 15 15:24:07 +0000 2017,1.49E+12, cops charge nearly two dozen in heroin  fentanyl drug ring ,  fentanyl,70291924, Boston_CP, latest news from boston. updates are frequent. for local news addicts.,0,0,25, Boston: MA, {'type': 'Point': 'coordinates': [42.3561185: -71.0552516]}
620,8.32E+17, Wed Feb 15 16:36:35 +0000 2017,1.49E+12, 21 arrested for alleged heroin  fentanyl ring  2 at large ,  fentanyl,70291924, Boston_CP, latest news from boston. updates are frequent. for local news addicts.,0,0,25, Boston: MA, {'type': 'Point': 'coordinates': [42.3561185: -71.0552516]}
628,8.32E+17, Wed Feb 15 16:56:25 +0000 2017,1.49E+12, toxicology reports confirm downtown overdoses were fentanyl related  ,  fentanyl,2419468878, Barrie411, breaking news   traffic collisions   road closures and weather in real time as it happens for barrie and all of simcoe county   hear the news before the news,0,0,668, Barrie: Ontario, None
647,8.32E+17, Wed Feb 15 17:31:21 +0000 2017,1.49E+12, that shit like buying fentanyl,  fentanyl,1883612743, P_LifeLessons, everyday is a progression of what you wanna do in life you either gone foward or double back which one you gone choose  bmg,0,0,766, 7Tel, None
732,8.32E+17, Wed Feb 15 23:06:11 +0000 2017,1.49E+12, important commentary on fentanyl in @nejm. heroin 65kkg  fentanyl 3.5kkg.   @haroldpollack,  fentanyl,1881515299, stephenwpatrick, pediatrician  neonatologist and public health researcher. opinions expressed are my own. information on neonatal abstinence syndrome ,0,0,415, Nashville: TN, None
739,8.32E+17, Wed Feb 15 23:24:54 +0000 2017,1.49E+12, new report via @nejm links rising fentanyl deaths to drug war policies  ,  fentanyl,17217772, cmoraff, i cover justice  infosec  civil liberties  drugwar for @thedailybeast  @nextcityorg  @thecrimereport. reputedly one of the most rational people on twitter.,0,0,2120, River Wards: PHILLY, None
743,8.32E+17, Wed Feb 15 23:40:26 +0000 2017,1.49E+12, 4 kids removed from detroit home with fentanyl lab... ,  fentanyl,3373489526, mimi_gant, out spoken lpn,0,0,68, Kansas City: MO, None
776,8.32E+17, Thu Feb 16 01:06:52 +0000 2017,1.49E+12, law enforcement amp school counselors are increasingly concerned about counterfeit xanax amp other pills laced w fentanyl on the streets of ri,  fentanyl,1583852822, USAO_RI, official account of the us attorneys office for the district of rhode island. we dont collect comments or messages. learn more ,0,0,168, Providence: RI, None
833,8.32E+17, Thu Feb 16 03:50:57 +0000 2017,1.49E+12, @stephenwpatrick @hollyfletcher @nejm @haroldpollack any data on clinician fentanyl abuse anecdotally understand its going up,  fentanyl,473272932, AnnaGrimes1, give more than you take. boredom is a choice. lifes a banquet  most suckers are starving to death.,0,0,476, nashville: tn, None
848,8.32E+17, Thu Feb 16 04:58:25 +0000 2017,1.49E+12, frankfort panel approves new limits on painkillers  tougher fentanyl penalty  via @wfplnews,  fentanyl,136672042, daneshmd, anesthesia  pain specialist treating root of pain via regenerative practices  mental  physical fitnes. advocate opioid reform in ky top5 in odaddiction,0,0,556, Lexington KY, None
853,8.32E+17, Thu Feb 16 05:06:52 +0000 2017,1.49E+12, cdc states 33 000 ods whalf from rxs. with streetmade fentanyl  how can they make this statement chronicpain  ,  fentanyl,2290363104, KimmeeKMiller, us pain ambassadoradvocacy director  kentuckiana fibromyalgia support group. activist seeking adequate pain relief for chronic pain patients,0,0,3316, Indiana: USA, None
875,8.32E+17, Thu Feb 16 06:51:06 +0000 2017,1.49E+12, organ transplants surge in b.c. because of fentanyloverdose deaths ,  fentanyl,67898674, Vancouver_CP, latest news from vancouver. updates are frequent.,0,0,13, Vancouver: BC, {'type': 'Point': 'coordinates': [49.2814375: -123.12109067]}
883,8.32E+17, Thu Feb 16 07:27:10 +0000 2017,1.49E+12, @pattibacchus @vsb39 sadly  patti  your own party operates the same way. they gave 400k to the vpd from the fentanyl crisis fund. dtes,  fentanyl,416067257, OccupyMedic, zaphoz  hes just this guy  you know,0,0,620, #Occupy, None
913,8.32E+17, Thu Feb 16 11:36:04 +0000 2017,1.49E+12, hb203 new schedule i controlled substances  fentanyl and fentanyl analogues included  criminal penalties for tr... ,  fentanyl,104701711, LegiScanAL, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Alabama: USA, {'type': 'Point': 'coordinates': [32.377716: -86.300489]}
918,8.32E+17, Thu Feb 16 11:59:53 +0000 2017,1.49E+12,  fentanyls low production costsamphigh death toll pose a distinctive challenge that requires a concerted response   ,  fentanyl,2789013655, kinnathakarar, infectious disease doc  addiction specialistresearcher  philly sports fan. opinions are my own. interested in  mostly tweet about hiv hepc addiction,0,0,350, Portland ME, None
1035,8.32E+17, Thu Feb 16 19:12:08 +0000 2017,1.49E+12, ottawa authorities warn about pills that look like percocet but contain fentanyl ,  fentanyl,67972476, OttawaCP, breaking news and weather updates from ottawa.,0,0,4, Ottawa: ON, {'type': 'Point': 'coordinates': [45.41920471: -75.69677452]}
1052,8.32E+17, Thu Feb 16 19:48:02 +0000 2017,1.49E+12, operating rooms are much busier with transplant surgeries and one reason for sure is fentanyl ,  fentanyl,88877847, bethanylindsay, reporter at the vancouver sun and province. story ideas  rants and conspiracy theories welcome at blindsay@postmedia.com,0,0,1355, None, None
1105,8.33E+17, Fri Feb 17 17:36:33 +0000 2017,1.49E+12, @nejm @cmichaelgibson fentanyl will start killing a lot of kids. then its too late.,  fentanyl,2246647161, nzna33, serving god and man. teaching people to help themselves. my lifes mission. what is your purpose  frank enzinna,0,0,1751, Miami: Florida, None
1145,8.33E+17, Fri Feb 17 19:22:05 +0000 2017,1.49E+12, b.c. minister of health says there has been an 18 drop in fentanyl overdose deaths from dec. to jan. ,  fentanyl,67898674, Vancouver_CP, latest news from vancouver. updates are frequent.,0,0,13, Vancouver: BC, {'type': 'Point': 'coordinates': [49.2814375: -123.12109067]}
1146,8.33E+17, Fri Feb 17 19:25:04 +0000 2017,1.49E+12, working with @ralphgoodale  c37 will allow for better inspection of the deadly fentanyl that has invaded bc amp canadian communities.   5,  fentanyl,931397016, randeepssarai, proud father of 3. husband. member of parliament for surreycentre. passionate about making surreybc the best place to live in canada.,0,0,853, Surrey: British Columbia, None
1155,8.33E+17, Fri Feb 17 19:54:36 +0000 2017,1.49E+12, .@emsdrdrew demonstrating dea warnings for fentanyl exposure   gatheringeagles17 foamems,  fentanyl,1333214479, BBBleess, ems fellow @wustlems.,0,0,346, St Louis: MO, None
1168,8.33E+17, Fri Feb 17 20:32:46 +0000 2017,1.49E+12, if bc has a 2billion surplus as libs claim  why is 10million needed from feds for fentanyl crisis somethingdoesntaddup @bcndp health,  fentanyl,37552089, suestroud, proud ndper  social justice  union activist  active municipally to save farmland,0,0,2923, Saanichton BC, None
1173,8.33E+17, Fri Feb 17 20:50:05 +0000 2017,1.49E+12, charges laid against 12 arrested in ottawas largest fentanyl bust ottnews ottawa ,  fentanyl,67972476, OttawaCP, breaking news and weather updates from ottawa.,0,0,4, Ottawa: ON, {'type': 'Point': 'coordinates': [45.41920471: -75.69677452]}
1188,8.33E+17, Fri Feb 17 21:47:10 +0000 2017,1.49E+12, americas opium war how fentanyl will lead all overdose deaths in 2017  via @pastemagazine,  fentanyl,282126698, Milford_Prevent, educating our community preventing substance abuse and enforcing healthy behavior,0,0,876, Milford Ct , None
1195,8.33E+17, Fri Feb 17 22:09:37 +0000 2017,1.49E+12, statement from the office of @johntory regarding wednesdays suspected fentanyl overdose death @citynews ,  fentanyl,18273701, CityNewsAmanda, nonfiction storyteller  | world traveller | sunshine reveller,0,0,460, Toronto: ON, None
1199,8.33E+17, Fri Feb 17 22:19:43 +0000 2017,1.49E+12, serious question is fentanyl in any marijuana at all  or is that just fearmongeringmisinformation,  fentanyl,13537462, Cazzy, opinions editor at @theotherpress  music reviewer for @theprpress. caffeine rules everything around me. tweets unfortunately are my own.  stay woke  ponyboy.,0,0,2028, Vancouver: British Columbia, None
1200,8.33E+17, Fri Feb 17 22:20:09 +0000 2017,1.49E+12, is there a chance street weed is ever laced with fentanyl  or does no one actually do that,  fentanyl,13537462, Cazzy, opinions editor at @theotherpress  music reviewer for @theprpress. caffeine rules everything around me. tweets unfortunately are my own.  stay woke  ponyboy.,0,0,2028, Vancouver: British Columbia, None
1220,8.33E+17, Fri Feb 17 23:28:25 +0000 2017,1.49E+12, how many goddamn times do mark few and 3 frenchcanadian power forwards have to lose in the second round to fentanyl state for you to get it,  fentanyl,1097291030, ConnorSouthard, wyoming boy  willa cather propagandist  provincial dirtbag leftist exiled to the big city  writing a novel about insurrection and drones and uh cowboys,0,0,772, Laramie and Harlem, None
1233,8.33E+17, Sat Feb 18 00:10:42 +0000 2017,1.49E+12, @myramc one shouldnt buy weed on the street anyway obvs  but fentanyl is just getting worse and worse so who knows where itll be next,  fentanyl,13537462, Cazzy, opinions editor at @theotherpress  music reviewer for @theprpress. caffeine rules everything around me. tweets unfortunately are my own.  stay woke  ponyboy.,0,0,2028, Vancouver: British Columbia, None
1245,8.33E+17, Sat Feb 18 00:34:04 +0000 2017,1.49E+12, six accused of running largescale fentanyl operation remanded in custody ottnews ,  fentanyl,67972476, OttawaCP, breaking news and weather updates from ottawa.,0,0,4, Ottawa: ON, {'type': 'Point': 'coordinates': [45.41920471: -75.69677452]}
1390,8.33E+17, Sat Feb 18 14:20:04 +0000 2017,1.49E+12, from what i understand  fentanyl is widely available and effective......according to news reports from bc. ,  fentanyl,4204817422, edmcanuck, i dont have a political affiliation but stopping kellie leitch is my personal mission.    proudly blocked by ezra levant ,0,0,181, Ontario: Canada, None
1405,8.33E+17, Sat Feb 18 15:59:14 +0000 2017,1.49E+12, overdoses are killing more people in ma every year  and fentanyl is a huge part of the problem ,  fentanyl,287011634, SpencerBuell, news writer  @bostonmagazine. formerly @metrobos @theadvocate  @thegatepost.,0,0,1145, Boston: MA, None
1459,8.33E+17, Sat Feb 18 20:14:44 +0000 2017,1.49E+12, .@handtevymd challenge 2 best for pain control answer fentanyl and ketamine are leaders gatheringeagles17,  fentanyl,1333214479, BBBleess, ems fellow @wustlems.,0,0,384, St Louis: MO, None
1460,8.33E+17, Sat Feb 18 20:15:57 +0000 2017,1.49E+12, .@handtevymd use fentanyl so the doctor doesnt get all the credit for adequately controlling the pain in a peds patient gatheringeagles17,  fentanyl,1355541518, CatherineCounts, health services researcher. mha. domestic healthcare policy. organizational theory. quality  patient safety. ems  womeninems coi  gilead,0,0,1147, New Orleans, None
1473,8.33E+17, Sat Feb 18 21:03:48 +0000 2017,1.49E+12, @pblanchardnbpa a devastating result of counterfeit fentanyl amp a 14 yo girl hit our community on a personal level this week greenforchloe,  fentanyl,1576044931, shels456, mom. pharmacist. professional development leader  canadian pharmacists association. shoe lover. wannabe world traveller. opinions are mine.,0,0,820, None, None
1475,8.33E+17, Sat Feb 18 21:12:47 +0000 2017,1.49E+12, how a b.c. couples struggle with addiction ended in deadly fentanylÌ´Ì_overdoses via @globeandmail ,  fentanyl,3997936454, MaeKattNP, ojibway from temagami first nation. interested in health policy   mental health and addiction expertise in opiate agonist treatment with suboxone,0,0,3191, Thunder Bay: Ontario, None
1577,8.33E+17, Sun Feb 19 06:44:25 +0000 2017,1.49E+12, @foxnews thanks  mexico.the fentanyl nonsense is over too. build that wall and throw the illegals back to their country,  fentanyl,8.14E+17, AdrianAmherst, father  husband  libertarian  lover of nutella and mountain climbing.,0,0,159, Manhattan: NY, None
1587,8.33E+17, Sun Feb 19 07:30:32 +0000 2017,1.49E+12, what would the cost of thousands of lives being saved from your heroin fentanyl mixture that you keep importing kil ,  fentanyl,798772200, Heleneafernande, proud conch  love all things key lime and grouper enjoy wine tasting  snorkeling  reading and conch house apprasing.  new career in real estate.,0,0,308, Key West and Davie Florida, None
1721,8.33E+17, Sun Feb 19 20:00:08 +0000 2017,1.49E+12, get them out hes probably selling heroin with fentanyl from mexico ,  fentanyl,798772200, Heleneafernande, proud conch  love all things key lime and grouper enjoy wine tasting  snorkeling  reading and conch house apprasing.  new career in real estate.,0,0,315, Key West and Davie Florida, None
1764,8.33E+17, Sun Feb 19 23:11:32 +0000 2017,1.49E+12, sherrie lynn fentanyl medicatedcelebs,  fentanyl,7.53E+17, darren_huxter, if the world is doomed  im going out laughing. join me if you like  but i gotta warn you its bat country. stay alert.,0,0,298, Pointe-a-la-croix: Quebec, None
1766,8.33E+17, Sun Feb 19 23:26:38 +0000 2017,1.49E+12, ok we are back after the intermission and i am still drinking beers. all candidates are now talking pot and fentanyl. cpcldr,  fentanyl,31595186, VanCity_Chris, bc bureau chief for @therebeltv.,0,0,800, Vancouver, None
1767,8.33E+17, Sun Feb 19 23:29:42 +0000 2017,1.49E+12, lisa raitt pushes lie that fentanyl has been found in pot.,  fentanyl,31595186, VanCity_Chris, bc bureau chief for @therebeltv.,0,0,800, Vancouver, None
1823,8.34E+17, Mon Feb 20 02:51:05 +0000 2017,1.49E+12, 40 000 raised to help family of student who died of fentanyl overdose ,  fentanyl,67898674, Vancouver_CP, latest news from vancouver. updates are frequent.,0,0,13, Vancouver: BC, {'type': 'Point': 'coordinates': [49.2814375: -123.12109067]}
1941,8.34E+17, Mon Feb 20 16:15:38 +0000 2017,1.49E+12, addressing the fentanyl threat to publichealth  nejm  opioidepidemic pharma addiction,  fentanyl,920051202, HCSMnews, healthcare communications  social media news. live healthcare conf highlights  hcsm  tedmed medtech pharma bchc cdnhealth,0,0,15871, Vancouver: BC: Canada, None
1956,8.34E+17, Mon Feb 20 17:32:04 +0000 2017,1.49E+12, mother of man who died from fentanyl overdose files lawsuit against friend who provided the drugs. live report at 6 ,  fentanyl,106861339, tomreganWSB, if you have any news tips please tweet or email me. tom.regan@wsbtv.com thanks,0,0,284, Atlanta: GA, None
2005,8.34E+17, Mon Feb 20 20:45:59 +0000 2017,1.49E+12, vaping fentanyl. now theres a terrible idea id never thought of ,  fentanyl,1071091, substitute, i would prefer not to.,0,0,1118, Pollo del Mar: CA, None
2077,8.34E+17, Tue Feb 21 00:37:49 +0000 2017,1.49E+12, fight against heroin fentanyl is tied to a lot of recent drug overdoses  but what is it  ,  fentanyl,23659017, WTEN, none,0,0,1268, Albany: NY, None
2087,8.34E+17, Tue Feb 21 01:20:35 +0000 2017,1.49E+12, dilauded  morphine  fentanyl  and valium  and im still screaming in pain. this is going to be a long recovery.,  fentanyl,971150904, _JordanLawson, criminal justice at ou usang,0,0,548, Michigan, None
2124,8.34E+17, Tue Feb 21 03:00:43 +0000 2017,1.49E+12, @drcarlhart @hollyweeds @lifeliftit0909 british columbia uptick in ods seems mainly due to fentanyl  no ,  fentanyl,809415764, ADavidJohnson, a david johnson  of many. the poorly recovering journalist of west texas extraction one.,0,0,641, Seattle: WA, None
2146,8.34E+17, Tue Feb 21 04:03:43 +0000 2017,1.49E+12, no foxy boy you are his worst enemy because you want to legalize all drugs including heroin mixed with fentanyl we ,  fentanyl,798772200, Heleneafernande, proud conch  love all things key lime and grouper enjoy wine tasting  snorkeling  reading and conch house apprasing.  new career in real estate.,0,0,328, Key West and Davie Florida, None
2151,8.34E+17, Tue Feb 21 04:12:46 +0000 2017,1.49E+12, chinas move to ban fentanyl could help curb drug addiction crisis in us  via the @foxnews android app,  fentanyl,8.12E+17, KimberlyDehoff, i have been happily married for 34yrs proud mom of 4 gma of 7 live in colorado  big trump supporter  conservative  love america  native american nolists,0,0,3742, Colorado Springs: CO, None
2167,8.34E+17, Tue Feb 21 04:57:37 +0000 2017,1.49E+12, @foxnews @lizllorente fentanyl manufactured now in mexico by drug cartel ,  fentanyl,898785943, PA_Cult314, are we still an effective team ,0,0,374, None, None
2198,8.34E+17, Tue Feb 21 07:28:42 +0000 2017,1.49E+12, @realdonaldtrump @vp @teamtrump outlaw legal analogue drugs  acetyl fentanyl and carfentanil shipped from china killing us citizens. maga,  fentanyl,3443862677, smileysam019, a rock in a field of feed.,0,0,80, New York: NY, None
2254,8.34E+17, Tue Feb 21 16:02:31 +0000 2017,1.49E+12, leslie aberle sentencing continued for 30 days while the state reviews new evidence. gave fatal dose of fentanyl to rochesters eve tarmey.,  fentanyl,63839051, LMontenegroNH1, nh1 radio and tv news reporter. proud mama of luca b. 2516 and our fur baby  layla. links and rt are not endorsements. thoughtsopinions are my own.,0,0,740, Manchester: NH, None
2275,8.34E+17, Tue Feb 21 16:53:40 +0000 2017,1.49E+12, addressing the fentanyl threat to public health  via @doximity,  fentanyl,22087769, ebraxton, neurological surgeon,0,0,351, Austin: TX, None
2407,8.34E+17, Tue Feb 21 23:11:12 +0000 2017,1.49E+12, could use any of the following atm hydrocodone  fentanyl  tramadol  morphine  demerol  dilaudid.... please dm me if you know where to find.,  fentanyl,456188496, jilliannnelson, take it easy  baby. take it as it comes.  go birds. cua 2018.,0,0,281, Harvard , None
2506,8.34E+17, Wed Feb 22 03:40:07 +0000 2017,1.49E+12, almost 2 000 opioidrelated deaths in massachusetts show fentanyl dangers rising  abc news  via @abc,  fentanyl,21509118, mikelweisser, state director @ arizonanorml  pdaendorsed congressional candidate  az04  husband  seeker  poet,0,0,523, S0-Hi: AZ, None
2520,8.34E+17, Wed Feb 22 04:20:16 +0000 2017,1.49E+12, so  today before the movie at the cinema @globeandmail had an advert running using the fentanyl crisis to sell their papers. gross.,  fentanyl,17795776, cherryrae,  artist. observer. curiosity. wonder |bird watcher. existentialist||collector. robot| advocacy. video games. nonbinary  neurodivergent disabilityisnormal,0,0,629, British Columbia: Canada, None
2595,8.34E+17, Wed Feb 22 12:08:03 +0000 2017,1.49E+12, there is life after drugs a message for teens addicted to fentanyl ottnews ottawa ,  fentanyl,67972476, OttawaCP, breaking news and weather updates from ottawa.,0,0,4, Ottawa: ON, {'type': 'Point': 'coordinates': [45.41920471: -75.69677452]}
2603,8.34E+17, Wed Feb 22 12:32:35 +0000 2017,1.49E+12, today ivy gets dropped off for her surgery. the next few days with a dog on fentanyl will be interesting. a lot of whining.,  fentanyl,8269232, YoSoyBromero, fried chicken is my best friend 39 dog lover husky anorexic emptying nut sacks since 1992papercrafting dorkfucking amazing podcaster,0,0,2756, Chicago: IL, {'type': 'Point': 'coordinates': [42.00929583: -87.67788272]}
6,8.34E+17, Wed Feb 22 16:11:47 +0000 2017,1.49E+12, 700 canadian citizens were murdered with austerity policy in vancouver last year @ctvvancouver  disguised as fentanyl o.d.s genocide,  fentanyl,7.53E+17, chris96harnett, none,0,0,150, None, None
22,8.34E+17, Wed Feb 22 17:23:09 +0000 2017,1.49E+12, whats fentanyl  i dunno  its farts  in a bag  the cum boys ,  fentanyl,321844104, usernamejoshua, through the fence  between the curling flower spaces  i could see them tweeting,0,0,573, Columbus: OH, None
31,8.34E+17, Wed Feb 22 17:51:03 +0000 2017,1.49E+12, chief med officer dr. perry kendall says 43 ppl odd at a lower mainland wedding after taking fentanyl they thought ,  fentanyl,34762345, jarmstrongbc, @globalbc news reporter  husband to elise  pet human to a cat  skier  seeker of great adventure jordan.armstrong@globalnews.ca,0,0,1369, Vancouver: Canada, None
68,8.34E+17, Wed Feb 22 20:09:39 +0000 2017,1.49E+12, bill to strengthen fentanyl penalties passes house committee ,  fentanyl,2871399976, BLifeMontgomery, montgomery bubblelife features community news  photos and events. share your business  organization or personal news and events at ,0,0,122, Montgomery: Texas, {'type': 'Point': 'coordinates': [30.3118: -95.67449951]}
239,8.35E+17, Thu Feb 23 04:45:21 +0000 2017,1.49E+12, 700 canadian citizens were murdered in vancouver last year with austerity on the poor   disguised as fentanyl o.d. ,  fentanyl,7.53E+17, chris96harnett, none,0,0,150, None, None
240,8.35E+17, Thu Feb 23 04:48:15 +0000 2017,1.49E+12, editorial ohio needs tougher laws for fentanyl ,  fentanyl,2653361973, mkorach103, retired detective sergeant with training in criminal investigation hostage negotiation and firearms instruction.,0,0,306, None, None
268,8.35E+17, Thu Feb 23 08:23:45 +0000 2017,1.49E+12, back to the fentanyl.  makescifisick,  fentanyl,1152738330, teejbobcat, erudite hippie chick from the valley  retired.,0,0,9, Salem: OR, None
338,8.35E+17, Thu Feb 23 15:07:52 +0000 2017,1.49E+12, investigation  huge drug and gun distribution rings   18 people charged fentanyl and weapons seized ,  fentanyl,2419468878, Barrie411, breaking news   traffic collisions   road closures and weather in real time as it happens for barrie and all of simcoe county   hear the news before the news,0,0,668, Barrie: Ontario, None
349,8.35E+17, Thu Feb 23 15:50:28 +0000 2017,1.49E+12, 13 arrested after feds target gang trafficking fentanyl and heroin in horry  florence area ,  fentanyl,249629747, TonyaWPDE, tv reporter wpde newschannel 15,0,0,489, Florence: SC, None
362,8.35E+17, Thu Feb 23 16:33:03 +0000 2017,1.49E+12, police seize fentanyl  guns  arrest 18 in ontario and quebec ,  fentanyl,55101795, MontrealCP, breaking news and weather updates from montreal.,0,0,72, Montreal: QC, {'type': 'Point': 'coordinates': [45.50644992: -73.57086325]}
370,8.35E+17, Thu Feb 23 16:41:06 +0000 2017,1.49E+12, police seize fentanyl  guns  arrest 18 in ontario and quebec ottnews ottawa ,  fentanyl,67972476, OttawaCP, breaking news and weather updates from ottawa.,0,0,4, Ottawa: ON, {'type': 'Point': 'coordinates': [45.41920471: -75.69677452]}
371,8.35E+17, Thu Feb 23 16:45:04 +0000 2017,1.49E+12, almost 2 000 opioidrelated deaths in mass show fentanyl dangers rising   addiction pharma pharmacy hcsm,  fentanyl,920051202, HCSMnews, healthcare communications  social media news. live healthcare conf highlights  hcsm  tedmed medtech pharma bchc cdnhealth,0,0,15947, Vancouver: BC: Canada, None
391,8.35E+17, Thu Feb 23 17:45:16 +0000 2017,1.49E+12, meth laced with fentanyl is causing some trust issues between drug users and theyre dealers. ill break down the issues today on @wymt,  fentanyl,3229896056, SarahWYMT, reporterproducer for wymt mountain news. tennessee girl living in a big blue world. got any story ideas,0,0,130, Hazard: KY, None
392,8.35E+17, Thu Feb 23 17:46:15 +0000 2017,1.49E+12, meth laced with fentanyl is causing some trust issues between drug users and their dealers. ill break down the issues today on @wymt,  fentanyl,3229896056, SarahWYMT, reporterproducer for wymt mountain news. tennessee girl living in a big blue world. got any story ideas,0,0,130, Hazard: KY, None
425,8.35E+17, Thu Feb 23 19:40:54 +0000 2017,1.49E+12, @abbyroads23 i got something called fentanyl from my dr.,  fentanyl,1615396710, AlwaysGina1, i love hashtag games  arguing over 90s stuff and coffee.,0,0,287, Hell: Texas, None
507,8.35E+17, Thu Feb 23 22:15:25 +0000 2017,1.49E+12, and you wonder why fentanyl is rampant but no lets throw more money at giving crack heads free drugs. ,  fentanyl,149251049, FEEZYDoesIT, business dev consultant. freelance digitalmarketing strategist socialmedia specialist. check out @tallpaultp  canucks fan. thoughts here are mine alone,0,0,4956, North Vancouver, None
679,8.35E+17, Fri Feb 24 07:09:34 +0000 2017,1.49E+12, @cdiddy lol og phil was at the spirit terminal in laguardia off a fentanyl patch ,  fentanyl,82531928, RealistIshEver, i care about cool stuff.,0,0,2098, Inhaling The Herb&Observing , None
681,8.35E+17, Fri Feb 24 07:25:59 +0000 2017,1.49E+12, chinas fentanyl ban a gamechanger for opioid epidemic @cnn ,  fentanyl,123157926, ONEMODERNMADMAN, onair personality on 90.5 fm ksjs 26 pm fridays  streaming at  and on itunes.  founder of san jose blues week in julyevents all year,0,0,1886, San Jose: California, None
745,8.35E+17, Fri Feb 24 13:26:39 +0000 2017,1.49E+12, increases in heroin amp fentanyl od is wrong direction  more potent amp whose ingredients are unpredictable. ,  fentanyl,2533814352, RxProfessor, the overuse of pain medication is devastating to everyone involved. i am making a difference through education  action and leadership.,0,0,232, Atlanta: GA, None
766,8.35E+17, Fri Feb 24 13:59:13 +0000 2017,1.49E+12, @morningjoe illicit fentanyl is a direct result of failed prohibition policies,  fentanyl,2827879971, helpnothandcuff, none,0,0,587, None, None
769,8.35E+17, Fri Feb 24 14:06:15 +0000 2017,1.49E+12, @morningjoe heroin assisted treatment programs take away risk of fentanyl and have been improving health for decades in europe,  fentanyl,2827879971, helpnothandcuff, none,0,0,588, None, None
914,8.35E+17, Fri Feb 24 20:06:20 +0000 2017,1.49E+12, .swpa hit hard by overdose deaths  were asking ondcp for answers on deadly fentanyl epidemic  via @wsj ,  fentanyl,117777832, RepTimMurphy, u.s. congressman representing pennsylvanias 18th district covering pittsburghs south hills and communities in greene  washington  westmoreland counties.,0,0,664, Southwestern Pennsylvania, None
977,8.35E+17, Fri Feb 24 23:46:53 +0000 2017,1.49E+12, west shore rcmp new unnamed fentanyl analogue confirmed in a baggie of cocaine seized in may 2016. never before seen in the jurisdiction.,  fentanyl,57555058, AndreaWoo, multimedia journalist at the @globeandmail  interested in public health  social justice  people. public key  andreawoo@globeandmail.com,0,0,1918, Vancouver: B.C., None
